"time","ticker","curr"
"2012-10-04","COFL","16"
"2012-10-04","CYBU","34"
"2012-10-04","DROO","29"
"2012-10-04","EEEEE","20"
"2012-10-04","FAER","19"
"2012-10-04","FISH","8"
"2012-10-04","HELT","10"
"2012-10-04","HUW","13"
"2012-10-04","KAUF","15"
"2012-10-04","KBAT","10"
"2012-10-04","KSON","1048"
"2012-10-04","LDSC","15"
"2012-10-04","LUPE","9"
"2012-10-04","MPC","60"
"2012-10-04","MYNC","9"
"2012-10-04","NAKR","14"
"2012-10-04","NATN","16"
"2012-10-04","PDSS","19"
"2012-10-04","PEOP","6"
"2012-10-04","POWR","68"
"2012-10-04","SHRX","10"
"2012-10-04","SKBD","19"
"2012-10-04","SKEI","6"
"2012-10-04","SMUG","19"
"2012-10-04","SSS","14"
"2012-10-04","STFP","19"
"2012-10-04","SWNC","12"
"2012-10-04","TAG","6"
"2012-10-04","TNAH","48"
"2012-10-04","TNPT","36"
"2012-10-04","TPEG","6"
"2012-10-04","TPP","17"
"2012-10-04","TSRC","6"
"2012-10-04","UNIB","16"
"2012-10-04","VPTS","788"
"2012-10-04","YIPP","15"
"2012-10-05","AAVL","6"
"2012-10-05","ACFI","12"
"2012-10-05","BB","19"
"2012-10-05","BOTT","56"
"2012-10-05","BUZZ","8"
"2012-10-05","CHIA","11"
"2012-10-05","CHPS","7"
"2012-10-05","COFL","15"
"2012-10-05","CYBU","38"
"2012-10-05","DROO","19"
"2012-10-05","EEEEE","20"
"2012-10-05","FAER","18"
"2012-10-05","FISH","7"
"2012-10-05","HELT","8"
"2012-10-05","HUW","14"
"2012-10-05","KAUF","13"
"2012-10-05","KBAT","12"
"2012-10-05","KSON","1049"
"2012-10-05","LDSC","15"
"2012-10-05","LUPE","6"
"2012-10-05","MPC","70"
"2012-10-05","MYNC","9"
"2012-10-05","NAKR","17"
"2012-10-05","NATN","19"
"2012-10-05","PDSS","20"
"2012-10-05","PEOP","6"
"2012-10-05","POWR","38"
"2012-10-05","SHRX","12"
"2012-10-05","SKBD","19"
"2012-10-05","SKEI","6"
"2012-10-05","SMUG","20"
"2012-10-05","SSS","16"
"2012-10-05","STFP","20"
"2012-10-05","SWNC","15"
"2012-10-05","TAG","6"
"2012-10-05","TNAH","35"
"2012-10-05","TNPT","47"
"2012-10-05","TPEG","6"
"2012-10-05","TPP","17"
"2012-10-05","TSRC","6"
"2012-10-05","UNIB","14"
"2012-10-05","VPTS","775"
"2012-10-05","YIPP","15"
"2012-10-06","AAVL","9"
"2012-10-06","ACFI","16"
"2012-10-06","BB","18"
"2012-10-06","BOTT","68"
"2012-10-06","BUZZ","7"
"2012-10-06","CHIA","7"
"2012-10-06","CHPS","7"
"2012-10-06","COFL","12"
"2012-10-06","CYBU","39"
"2012-10-06","DROO","18"
"2012-10-06","EEEEE","20"
"2012-10-06","FAER","17"
"2012-10-06","FISH","10"
"2012-10-06","HELT","7"
"2012-10-06","HUW","16"
"2012-10-06","KAUF","8"
"2012-10-06","KBAT","15"
"2012-10-06","KSON","1027"
"2012-10-06","LDSC","14"
"2012-10-06","LUPE","8"
"2012-10-06","MPC","62"
"2012-10-06","MYNC","8"
"2012-10-06","NAKR","17"
"2012-10-06","NATN","15"
"2012-10-06","PDSS","23"
"2012-10-06","PEOP","7"
"2012-10-06","POWR","36"
"2012-10-06","SHRX","13"
"2012-10-06","SKBD","21"
"2012-10-06","SKEI","8"
"2012-10-06","SMUG","18"
"2012-10-06","SSS","18"
"2012-10-06","STFP","20"
"2012-10-06","SWNC","15"
"2012-10-06","TAG","6"
"2012-10-06","TNAH","29"
"2012-10-06","TNPT","59"
"2012-10-06","TPEG","6"
"2012-10-06","TPP","25"
"2012-10-06","TSRC","6"
"2012-10-06","UNIB","14"
"2012-10-06","VPTS","797"
"2012-10-06","YIPP","12"
"2012-10-07","AAVL","9"
"2012-10-07","ACFI","12"
"2012-10-07","BB","16"
"2012-10-07","BOTT","64"
"2012-10-07","BUZZ","9"
"2012-10-07","CHIA","10"
"2012-10-07","CHPS","6"
"2012-10-07","COFL","12"
"2012-10-07","CYBU","39"
"2012-10-07","DROO","20"
"2012-10-07","EEEEE","19"
"2012-10-07","FAER","17"
"2012-10-07","FISH","13"
"2012-10-07","HELT","6"
"2012-10-07","HUW","15"
"2012-10-07","KAUF","8"
"2012-10-07","KBAT","12"
"2012-10-07","KSON","1021"
"2012-10-07","LDSC","16"
"2012-10-07","LUPE","7"
"2012-10-07","MPC","60"
"2012-10-07","MYNC","11"
"2012-10-07","NAKR","18"
"2012-10-07","NATN","14"
"2012-10-07","PDSS","19"
"2012-10-07","PEOP","6"
"2012-10-07","POWR","37"
"2012-10-07","SHRX","12"
"2012-10-07","SKBD","19"
"2012-10-07","SKEI","11"
"2012-10-07","SMUG","19"
"2012-10-07","SSS","22"
"2012-10-07","STFP","20"
"2012-10-07","SWNC","17"
"2012-10-07","TAG","8"
"2012-10-07","TNAH","20"
"2012-10-07","TNPT","58"
"2012-10-07","TPEG","6"
"2012-10-07","TPP","19"
"2012-10-07","TSRC","7"
"2012-10-07","UNIB","15"
"2012-10-07","VPTS","779"
"2012-10-07","YIPP","14"
"2012-10-08","AAVL","8"
"2012-10-08","ACFI","10"
"2012-10-08","BB","17"
"2012-10-08","BOTT","65"
"2012-10-08","BUZZ","10"
"2012-10-08","CHIA","11"
"2012-10-08","CHPS","6"
"2012-10-08","COFL","13"
"2012-10-08","CYBU","51"
"2012-10-08","DROO","18"
"2012-10-08","EEEEE","19"
"2012-10-08","FAER","15"
"2012-10-08","FISH","13"
"2012-10-08","HELT","6"
"2012-10-08","HUW","20"
"2012-10-08","KAUF","8"
"2012-10-08","KBAT","11"
"2012-10-08","KSON","1019"
"2012-10-08","LDSC","11"
"2012-10-08","LUPE","7"
"2012-10-08","MPC","62"
"2012-10-08","MYNC","11"
"2012-10-08","NAKR","15"
"2012-10-08","NATN","17"
"2012-10-08","PDSS","18"
"2012-10-08","PEOP","7"
"2012-10-08","POWR","29"
"2012-10-08","SHRX","11"
"2012-10-08","SKBD","20"
"2012-10-08","SKEI","10"
"2012-10-08","SMUG","20"
"2012-10-08","SSS","20"
"2012-10-08","STFP","19"
"2012-10-08","SWNC","20"
"2012-10-08","TAG","8"
"2012-10-08","TNAH","21"
"2012-10-08","TNPT","51"
"2012-10-08","TPEG","7"
"2012-10-08","TPP","19"
"2012-10-08","TSRC","8"
"2012-10-08","UNIB","13"
"2012-10-08","VPTS","794"
"2012-10-08","YIPP","12"
"2012-10-09","AAVL","6"
"2012-10-09","ACFI","9"
"2012-10-09","BB","18"
"2012-10-09","BOTT","51"
"2012-10-09","BUZZ","11"
"2012-10-09","CHIA","11"
"2012-10-09","CHPS","9"
"2012-10-09","COFL","15"
"2012-10-09","CYBU","54"
"2012-10-09","DROO","22"
"2012-10-09","EEEEE","18"
"2012-10-09","FAER","16"
"2012-10-09","FISH","12"
"2012-10-09","HELT","6"
"2012-10-09","HUW","19"
"2012-10-09","KAUF","9"
"2012-10-09","KBAT","12"
"2012-10-09","KSON","1008"
"2012-10-09","LDSC","12"
"2012-10-09","LUPE","7"
"2012-10-09","MPC","65"
"2012-10-09","MYNC","9"
"2012-10-09","NAKR","17"
"2012-10-09","NATN","19"
"2012-10-09","PDSS","17"
"2012-10-09","PEOP","10"
"2012-10-09","POWR","28"
"2012-10-09","SHRX","9"
"2012-10-09","SKBD","20"
"2012-10-09","SKEI","8"
"2012-10-09","SMUG","19"
"2012-10-09","SSS","17"
"2012-10-09","STFP","18"
"2012-10-09","SWNC","27"
"2012-10-09","TAG","7"
"2012-10-09","TNAH","20"
"2012-10-09","TNPT","59"
"2012-10-09","TPEG","7"
"2012-10-09","TPP","18"
"2012-10-09","TSRC","6"
"2012-10-09","UNIB","13"
"2012-10-09","VPTS","791"
"2012-10-09","YIPP","9"
"2012-10-10","AAVL","6"
"2012-10-10","ACFI","9"
"2012-10-10","BB","16"
"2012-10-10","BOTT","33"
"2012-10-10","BUZZ","11"
"2012-10-10","CHIA","8"
"2012-10-10","CHPS","8"
"2012-10-10","COFL","18"
"2012-10-10","CYBU","53"
"2012-10-10","DROO","20"
"2012-10-10","EEEEE","19"
"2012-10-10","FAER","13"
"2012-10-10","FISH","10"
"2012-10-10","HELT","6"
"2012-10-10","HUW","18"
"2012-10-10","KAUF","7"
"2012-10-10","KBAT","9"
"2012-10-10","KSON","1024"
"2012-10-10","LDSC","9"
"2012-10-10","LUPE","7"
"2012-10-10","MPC","75"
"2012-10-10","MYNC","6"
"2012-10-10","NAKR","15"
"2012-10-10","NATN","14"
"2012-10-10","PDSS","17"
"2012-10-10","PEOP","7"
"2012-10-10","POWR","33"
"2012-10-10","SHRX","11"
"2012-10-10","SKBD","15"
"2012-10-10","SKEI","9"
"2012-10-10","SMUG","18"
"2012-10-10","SSS","17"
"2012-10-10","STFP","23"
"2012-10-10","SWNC","28"
"2012-10-10","TAG","7"
"2012-10-10","TNAH","29"
"2012-10-10","TNPT","52"
"2012-10-10","TPEG","7"
"2012-10-10","TPP","13"
"2012-10-10","TSRC","7"
"2012-10-10","UNIB","13"
"2012-10-10","VPTS","772"
"2012-10-10","YIPP","11"
"2012-10-11","AAVL","7"
"2012-10-11","ACFI","8"
"2012-10-11","BB","20"
"2012-10-11","BOTT","25"
"2012-10-11","BUZZ","12"
"2012-10-11","CHIA","6"
"2012-10-11","CHPS","9"
"2012-10-11","COFL","20"
"2012-10-11","CYBU","62"
"2012-10-11","DROO","18"
"2012-10-11","EEEEE","19"
"2012-10-11","FAER","11"
"2012-10-11","FISH","7"
"2012-10-11","HELT","6"
"2012-10-11","HUW","19"
"2012-10-11","KAUF","9"
"2012-10-11","KBAT","8"
"2012-10-11","KSON","1027"
"2012-10-11","LDSC","11"
"2012-10-11","LUPE","8"
"2012-10-11","MPC","80"
"2012-10-11","MYNC","8"
"2012-10-11","NAKR","15"
"2012-10-11","NATN","17"
"2012-10-11","PDSS","18"
"2012-10-11","PEOP","7"
"2012-10-11","POWR","46"
"2012-10-11","SHRX","12"
"2012-10-11","SKBD","16"
"2012-10-11","SKEI","14"
"2012-10-11","SMUG","20"
"2012-10-11","SSS","15"
"2012-10-11","STFP","23"
"2012-10-11","SWNC","29"
"2012-10-11","TAG","7"
"2012-10-11","TNAH","29"
"2012-10-11","TNPT","60"
"2012-10-11","TPEG","8"
"2012-10-11","TPP","15"
"2012-10-11","TSRC","6"
"2012-10-11","UNIB","13"
"2012-10-11","VPTS","764"
"2012-10-11","YIPP","7"
"2012-10-12","AAVL","9"
"2012-10-12","ACFI","6"
"2012-10-12","BB","20"
"2012-10-12","BOTT","24"
"2012-10-12","BUZZ","13"
"2012-10-12","CHIA","7"
"2012-10-12","CHPS","8"
"2012-10-12","COFL","18"
"2012-10-12","CYBU","65"
"2012-10-12","DROO","17"
"2012-10-12","EEEEE","20"
"2012-10-12","FAER","11"
"2012-10-12","FISH","6"
"2012-10-12","HELT","8"
"2012-10-12","HUW","16"
"2012-10-12","KAUF","11"
"2012-10-12","KBAT","8"
"2012-10-12","KSON","1039"
"2012-10-12","LDSC","13"
"2012-10-12","LUPE","6"
"2012-10-12","MPC","67"
"2012-10-12","MYNC","6"
"2012-10-12","NAKR","16"
"2012-10-12","NATN","18"
"2012-10-12","PDSS","18"
"2012-10-12","PEOP","6"
"2012-10-12","POWR","36"
"2012-10-12","SHRX","12"
"2012-10-12","SKBD","13"
"2012-10-12","SKEI","17"
"2012-10-12","SMUG","20"
"2012-10-12","SSS","16"
"2012-10-12","STFP","29"
"2012-10-12","SWNC","31"
"2012-10-12","TAG","6"
"2012-10-12","TNAH","34"
"2012-10-12","TNPT","54"
"2012-10-12","TPEG","7"
"2012-10-12","TPP","19"
"2012-10-12","TSRC","6"
"2012-10-12","UNIB","15"
"2012-10-12","VPTS","753"
"2012-10-12","YIPP","6"
"2012-10-13","AAVL","11"
"2012-10-13","ACFI","7"
"2012-10-13","BB","19"
"2012-10-13","BOTT","30"
"2012-10-13","BUZZ","13"
"2012-10-13","CHIA","6"
"2012-10-13","CHPS","6"
"2012-10-13","COFL","29"
"2012-10-13","CYBU","64"
"2012-10-13","DROO","18"
"2012-10-13","EEEEE","28"
"2012-10-13","FAER","11"
"2012-10-13","FISH","6"
"2012-10-13","HELT","6"
"2012-10-13","HUW","17"
"2012-10-13","KAUF","10"
"2012-10-13","KBAT","6"
"2012-10-13","KSON","1051"
"2012-10-13","LDSC","13"
"2012-10-13","LUPE","7"
"2012-10-13","MPC","79"
"2012-10-13","MYNC","7"
"2012-10-13","NAKR","20"
"2012-10-13","NATN","16"
"2012-10-13","PDSS","19"
"2012-10-13","PEOP","7"
"2012-10-13","POWR","54"
"2012-10-13","SHRX","15"
"2012-10-13","SKBD","14"
"2012-10-13","SKEI","16"
"2012-10-13","SMUG","18"
"2012-10-13","SSS","18"
"2012-10-13","STFP","20"
"2012-10-13","SWNC","35"
"2012-10-13","TAG","9"
"2012-10-13","TNAH","32"
"2012-10-13","TNPT","38"
"2012-10-13","TPEG","10"
"2012-10-13","TPP","24"
"2012-10-13","TSRC","8"
"2012-10-13","UNIB","13"
"2012-10-13","VPTS","753"
"2012-10-13","YIPP","7"
"2012-10-14","AAVL","9"
"2012-10-14","ACFI","8"
"2012-10-14","BB","20"
"2012-10-14","BOTT","27"
"2012-10-14","BUZZ","10"
"2012-10-14","CHIA","6"
"2012-10-14","CHPS","6"
"2012-10-14","COFL","38"
"2012-10-14","CYBU","61"
"2012-10-14","DROO","19"
"2012-10-14","EEEEE","20"
"2012-10-14","FAER","12"
"2012-10-14","FISH","9"
"2012-10-14","HELT","7"
"2012-10-14","HUW","22"
"2012-10-14","KAUF","12"
"2012-10-14","KBAT","6"
"2012-10-14","KSON","1048"
"2012-10-14","LDSC","10"
"2012-10-14","LUPE","8"
"2012-10-14","MPC","61"
"2012-10-14","MYNC","7"
"2012-10-14","NAKR","19"
"2012-10-14","NATN","17"
"2012-10-14","PDSS","20"
"2012-10-14","PEOP","9"
"2012-10-14","POWR","40"
"2012-10-14","SHRX","15"
"2012-10-14","SKBD","15"
"2012-10-14","SKEI","15"
"2012-10-14","SMUG","15"
"2012-10-14","SSS","16"
"2012-10-14","STFP","19"
"2012-10-14","SWNC","29"
"2012-10-14","TAG","8"
"2012-10-14","TNAH","24"
"2012-10-14","TNPT","31"
"2012-10-14","TPEG","9"
"2012-10-14","TPP","35"
"2012-10-14","TSRC","7"
"2012-10-14","UNIB","12"
"2012-10-14","VPTS","764"
"2012-10-14","YIPP","6"
"2012-10-15","AAVL","7"
"2012-10-15","ACFI","11"
"2012-10-15","BB","20"
"2012-10-15","BOTT","19"
"2012-10-15","BUZZ","9"
"2012-10-15","CHIA","6"
"2012-10-15","CHPS","6"
"2012-10-15","COFL","35"
"2012-10-15","CYBU","70"
"2012-10-15","DROO","18"
"2012-10-15","EEEEE","17"
"2012-10-15","FAER","11"
"2012-10-15","FISH","12"
"2012-10-15","HELT","6"
"2012-10-15","HUW","20"
"2012-10-15","KAUF","13"
"2012-10-15","KBAT","7"
"2012-10-15","KSON","1073"
"2012-10-15","LDSC","8"
"2012-10-15","LUPE","12"
"2012-10-15","MPC","48"
"2012-10-15","MYNC","8"
"2012-10-15","NAKR","19"
"2012-10-15","NATN","14"
"2012-10-15","PDSS","15"
"2012-10-15","PEOP","7"
"2012-10-15","POWR","41"
"2012-10-15","SHRX","13"
"2012-10-15","SKBD","16"
"2012-10-15","SKEI","15"
"2012-10-15","SMUG","17"
"2012-10-15","SSS","13"
"2012-10-15","STFP","20"
"2012-10-15","SWNC","37"
"2012-10-15","TAG","8"
"2012-10-15","TNAH","27"
"2012-10-15","TNPT","34"
"2012-10-15","TPEG","8"
"2012-10-15","TPP","45"
"2012-10-15","TSRC","7"
"2012-10-15","UNIB","14"
"2012-10-15","VPTS","750"
"2012-10-15","YIPP","9"
"2012-10-16","AAVL","6"
"2012-10-16","ACFI","13"
"2012-10-16","BB","17"
"2012-10-16","BOTT","19"
"2012-10-16","BUZZ","11"
"2012-10-16","CHIA","6"
"2012-10-16","CHPS","7"
"2012-10-16","COFL","36"
"2012-10-16","CYBU","53"
"2012-10-16","DROO","19"
"2012-10-16","EEEEE","19"
"2012-10-16","FAER","11"
"2012-10-16","FISH","12"
"2012-10-16","HELT","8"
"2012-10-16","HUW","19"
"2012-10-16","KAUF","12"
"2012-10-16","KBAT","7"
"2012-10-16","KSON","1066"
"2012-10-16","LDSC","7"
"2012-10-16","LUPE","16"
"2012-10-16","MPC","43"
"2012-10-16","MYNC","7"
"2012-10-16","NAKR","20"
"2012-10-16","NATN","15"
"2012-10-16","PDSS","15"
"2012-10-16","PEOP","8"
"2012-10-16","POWR","53"
"2012-10-16","SHRX","11"
"2012-10-16","SKBD","14"
"2012-10-16","SKEI","16"
"2012-10-16","SMUG","18"
"2012-10-16","SSS","18"
"2012-10-16","STFP","21"
"2012-10-16","SWNC","39"
"2012-10-16","TAG","7"
"2012-10-16","TNAH","21"
"2012-10-16","TNPT","26"
"2012-10-16","TPEG","7"
"2012-10-16","TPP","38"
"2012-10-16","TSRC","8"
"2012-10-16","UNIB","14"
"2012-10-16","VPTS","741"
"2012-10-16","YIPP","10"
"2012-10-17","AAVL","7"
"2012-10-17","ACFI","17"
"2012-10-17","BB","16"
"2012-10-17","BOTT","17"
"2012-10-17","BUZZ","9"
"2012-10-17","CHIA","6"
"2012-10-17","CHPS","6"
"2012-10-17","COFL","32"
"2012-10-17","CYBU","54"
"2012-10-17","DROO","17"
"2012-10-17","EEEEE","18"
"2012-10-17","FAER","8"
"2012-10-17","FISH","12"
"2012-10-17","HELT","7"
"2012-10-17","HUW","18"
"2012-10-17","KAUF","16"
"2012-10-17","KBAT","8"
"2012-10-17","KSON","1057"
"2012-10-17","LDSC","6"
"2012-10-17","LUPE","12"
"2012-10-17","MPC","41"
"2012-10-17","MYNC","6"
"2012-10-17","NAKR","19"
"2012-10-17","NATN","15"
"2012-10-17","PDSS","14"
"2012-10-17","PEOP","9"
"2012-10-17","POWR","57"
"2012-10-17","SHRX","11"
"2012-10-17","SKBD","17"
"2012-10-17","SKEI","12"
"2012-10-17","SMUG","17"
"2012-10-17","SSS","19"
"2012-10-17","STFP","18"
"2012-10-17","SWNC","30"
"2012-10-17","TAG","6"
"2012-10-17","TNAH","16"
"2012-10-17","TNPT","25"
"2012-10-17","TPEG","9"
"2012-10-17","TPP","34"
"2012-10-17","TSRC","8"
"2012-10-17","UNIB","17"
"2012-10-17","VPTS","735"
"2012-10-17","YIPP","11"
"2012-10-18","AAVL","9"
"2012-10-18","ACFI","17"
"2012-10-18","BB","23"
"2012-10-18","BOTT","16"
"2012-10-18","BUZZ","11"
"2012-10-18","CHIA","6"
"2012-10-18","CHPS","6"
"2012-10-18","COFL","32"
"2012-10-18","CYBU","61"
"2012-10-18","DROO","20"
"2012-10-18","EEEEE","16"
"2012-10-18","FAER","7"
"2012-10-18","FISH","11"
"2012-10-18","HELT","7"
"2012-10-18","HUW","16"
"2012-10-18","KAUF","17"
"2012-10-18","KBAT","12"
"2012-10-18","KSON","1045"
"2012-10-18","LDSC","6"
"2012-10-18","LUPE","8"
"2012-10-18","MPC","40"
"2012-10-18","MYNC","8"
"2012-10-18","NAKR","18"
"2012-10-18","NATN","18"
"2012-10-18","PDSS","16"
"2012-10-18","PEOP","10"
"2012-10-18","POWR","61"
"2012-10-18","SHRX","7"
"2012-10-18","SKBD","16"
"2012-10-18","SKEI","13"
"2012-10-18","SMUG","19"
"2012-10-18","SSS","20"
"2012-10-18","STFP","17"
"2012-10-18","SWNC","28"
"2012-10-18","TAG","7"
"2012-10-18","TNAH","20"
"2012-10-18","TNPT","25"
"2012-10-18","TPEG","12"
"2012-10-18","TPP","26"
"2012-10-18","TSRC","7"
"2012-10-18","UNIB","18"
"2012-10-18","VPTS","705"
"2012-10-18","YIPP","10"
"2012-10-19","AAVL","10"
"2012-10-19","ACFI","18"
"2012-10-19","BB","26"
"2012-10-19","BOTT","15"
"2012-10-19","BUZZ","12"
"2012-10-19","CHIA","8"
"2012-10-19","CHPS","7"
"2012-10-19","COFL","28"
"2012-10-19","CYBU","67"
"2012-10-19","DROO","20"
"2012-10-19","EEEEE","18"
"2012-10-19","FAER","9"
"2012-10-19","FISH","14"
"2012-10-19","HELT","8"
"2012-10-19","HUW","18"
"2012-10-19","KAUF","20"
"2012-10-19","KBAT","14"
"2012-10-19","KSON","1044"
"2012-10-19","LDSC","6"
"2012-10-19","LUPE","9"
"2012-10-19","MPC","40"
"2012-10-19","MYNC","6"
"2012-10-19","NAKR","19"
"2012-10-19","NATN","16"
"2012-10-19","PDSS","16"
"2012-10-19","PEOP","12"
"2012-10-19","POWR","68"
"2012-10-19","SHRX","7"
"2012-10-19","SKBD","18"
"2012-10-19","SKEI","12"
"2012-10-19","SMUG","20"
"2012-10-19","SSS","17"
"2012-10-19","STFP","22"
"2012-10-19","SWNC","26"
"2012-10-19","TAG","9"
"2012-10-19","TNAH","17"
"2012-10-19","TNPT","37"
"2012-10-19","TPEG","13"
"2012-10-19","TPP","33"
"2012-10-19","TSRC","7"
"2012-10-19","UNIB","18"
"2012-10-19","VPTS","689"
"2012-10-19","YIPP","14"
"2012-10-20","AAVL","12"
"2012-10-20","ACFI","15"
"2012-10-20","BB","27"
"2012-10-20","BOTT","15"
"2012-10-20","BUZZ","12"
"2012-10-20","CHIA","9"
"2012-10-20","CHPS","6"
"2012-10-20","COFL","21"
"2012-10-20","CYBU","53"
"2012-10-20","DROO","26"
"2012-10-20","EEEEE","20"
"2012-10-20","FAER","11"
"2012-10-20","FISH","15"
"2012-10-20","HELT","7"
"2012-10-20","HUW","16"
"2012-10-20","KAUF","20"
"2012-10-20","KBAT","16"
"2012-10-20","KSON","1048"
"2012-10-20","LDSC","7"
"2012-10-20","LUPE","7"
"2012-10-20","MPC","37"
"2012-10-20","MYNC","6"
"2012-10-20","NAKR","19"
"2012-10-20","NATN","17"
"2012-10-20","PDSS","15"
"2012-10-20","PEOP","11"
"2012-10-20","POWR","59"
"2012-10-20","SHRX","7"
"2012-10-20","SKBD","19"
"2012-10-20","SKEI","7"
"2012-10-20","SMUG","20"
"2012-10-20","SSS","12"
"2012-10-20","STFP","35"
"2012-10-20","SWNC","35"
"2012-10-20","TAG","8"
"2012-10-20","TNAH","14"
"2012-10-20","TNPT","40"
"2012-10-20","TPEG","15"
"2012-10-20","TPP","38"
"2012-10-20","TSRC","8"
"2012-10-20","UNIB","17"
"2012-10-20","VPTS","692"
"2012-10-20","YIPP","13"
"2012-10-21","AAVL","10"
"2012-10-21","ACFI","17"
"2012-10-21","BB","26"
"2012-10-21","BOTT","15"
"2012-10-21","BUZZ","14"
"2012-10-21","CHIA","9"
"2012-10-21","CHPS","7"
"2012-10-21","COFL","16"
"2012-10-21","CYBU","58"
"2012-10-21","DROO","20"
"2012-10-21","EEEEE","20"
"2012-10-21","FAER","11"
"2012-10-21","FISH","12"
"2012-10-21","HELT","6"
"2012-10-21","HUW","16"
"2012-10-21","KAUF","21"
"2012-10-21","KBAT","15"
"2012-10-21","KSON","1045"
"2012-10-21","LDSC","10"
"2012-10-21","LUPE","7"
"2012-10-21","MPC","45"
"2012-10-21","MYNC","7"
"2012-10-21","NAKR","19"
"2012-10-21","NATN","18"
"2012-10-21","PDSS","13"
"2012-10-21","PEOP","9"
"2012-10-21","POWR","65"
"2012-10-21","SHRX","7"
"2012-10-21","SKBD","19"
"2012-10-21","SKEI","7"
"2012-10-21","SMUG","25"
"2012-10-21","SSS","10"
"2012-10-21","STFP","39"
"2012-10-21","SWNC","29"
"2012-10-21","TAG","9"
"2012-10-21","TNAH","12"
"2012-10-21","TNPT","56"
"2012-10-21","TPEG","14"
"2012-10-21","TPP","35"
"2012-10-21","TSRC","8"
"2012-10-21","UNIB","19"
"2012-10-21","VPTS","683"
"2012-10-21","YIPP","15"
"2012-10-22","AAVL","14"
"2012-10-22","ACFI","18"
"2012-10-22","BB","31"
"2012-10-22","BOTT","18"
"2012-10-22","BUZZ","16"
"2012-10-22","CHIA","8"
"2012-10-22","CHPS","7"
"2012-10-22","COFL","15"
"2012-10-22","CYBU","58"
"2012-10-22","DROO","20"
"2012-10-22","EEEEE","20"
"2012-10-22","FAER","14"
"2012-10-22","FISH","11"
"2012-10-22","HELT","7"
"2012-10-22","HUW","15"
"2012-10-22","KAUF","19"
"2012-10-22","KBAT","19"
"2012-10-22","KSON","1032"
"2012-10-22","LDSC","9"
"2012-10-22","LUPE","6"
"2012-10-22","MPC","33"
"2012-10-22","MYNC","8"
"2012-10-22","NAKR","28"
"2012-10-22","NATN","19"
"2012-10-22","PDSS","9"
"2012-10-22","PEOP","9"
"2012-10-22","POWR","68"
"2012-10-22","SHRX","8"
"2012-10-22","SKBD","19"
"2012-10-22","SKEI","6"
"2012-10-22","SMUG","28"
"2012-10-22","SSS","12"
"2012-10-22","STFP","37"
"2012-10-22","SWNC","20"
"2012-10-22","TAG","10"
"2012-10-22","TNAH","11"
"2012-10-22","TNPT","53"
"2012-10-22","TPEG","16"
"2012-10-22","TPP","32"
"2012-10-22","TSRC","6"
"2012-10-22","UNIB","18"
"2012-10-22","VPTS","666"
"2012-10-22","YIPP","8"
"2012-10-23","AAVL","12"
"2012-10-23","ACFI","18"
"2012-10-23","BB","35"
"2012-10-23","BOTT","16"
"2012-10-23","BUZZ","17"
"2012-10-23","CHIA","8"
"2012-10-23","CHPS","12"
"2012-10-23","COFL","17"
"2012-10-23","CYBU","63"
"2012-10-23","DROO","30"
"2012-10-23","EEEEE","20"
"2012-10-23","FAER","15"
"2012-10-23","FISH","9"
"2012-10-23","HELT","6"
"2012-10-23","HUW","16"
"2012-10-23","KAUF","19"
"2012-10-23","KBAT","20"
"2012-10-23","KSON","1041"
"2012-10-23","LDSC","8"
"2012-10-23","LUPE","9"
"2012-10-23","MPC","36"
"2012-10-23","MYNC","10"
"2012-10-23","NAKR","36"
"2012-10-23","NATN","20"
"2012-10-23","PDSS","12"
"2012-10-23","PEOP","9"
"2012-10-23","POWR","65"
"2012-10-23","SHRX","8"
"2012-10-23","SKBD","18"
"2012-10-23","SKEI","6"
"2012-10-23","SMUG","30"
"2012-10-23","SSS","8"
"2012-10-23","STFP","39"
"2012-10-23","SWNC","24"
"2012-10-23","TAG","10"
"2012-10-23","TNAH","13"
"2012-10-23","TNPT","57"
"2012-10-23","TPEG","18"
"2012-10-23","TPP","31"
"2012-10-23","TSRC","6"
"2012-10-23","UNIB","17"
"2012-10-23","VPTS","679"
"2012-10-23","YIPP","7"
"2012-10-24","AAVL","15"
"2012-10-24","ACFI","16"
"2012-10-24","BB","39"
"2012-10-24","BOTT","16"
"2012-10-24","BUZZ","15"
"2012-10-24","CHIA","6"
"2012-10-24","CHPS","13"
"2012-10-24","COFL","15"
"2012-10-24","CYBU","66"
"2012-10-24","DROO","29"
"2012-10-24","EEEEE","26"
"2012-10-24","FAER","16"
"2012-10-24","FISH","11"
"2012-10-24","HELT","6"
"2012-10-24","HUW","15"
"2012-10-24","KAUF","18"
"2012-10-24","KBAT","20"
"2012-10-24","KSON","1036"
"2012-10-24","LDSC","17"
"2012-10-24","LUPE","6"
"2012-10-24","MPC","34"
"2012-10-24","MYNC","9"
"2012-10-24","NAKR","30"
"2012-10-24","NATN","24"
"2012-10-24","PDSS","9"
"2012-10-24","PEOP","11"
"2012-10-24","POWR","61"
"2012-10-24","SHRX","7"
"2012-10-24","SKBD","17"
"2012-10-24","SKEI","8"
"2012-10-24","SMUG","34"
"2012-10-24","SSS","8"
"2012-10-24","STFP","29"
"2012-10-24","SWNC","20"
"2012-10-24","TAG","11"
"2012-10-24","TNAH","13"
"2012-10-24","TNPT","58"
"2012-10-24","TPEG","19"
